"","date","name","code","Daily new hospital admissions","Daily people in MV beds","Daily people in hospital with coronavirus","Seven-day average hospital admissions","Seven-day average MV beds","Seven-day average hospital cases"
"60","2021-11-20","England","E92000001",611,764,6191,679.714285714286,794.571428571429,6491.85714285714
"61","2021-11-19","England","E92000001",637,769,6310,686,804,6555.85714285714
"62","2021-11-18","England","E92000001",697,779,6336,699.142857142857,813.857142857143,6622.57142857143
"63","2021-11-17","England","E92000001",727,792,6412,713.428571428571,822.857142857143,6697.57142857143
"64","2021-11-16","England","E92000001",713,796,6623,726.857142857143,830.571428571429,6776
"65","2021-11-15","England","E92000001",695,821,6864,740.428571428571,840.428571428571,6837.42857142857
"66","2021-11-14","England","E92000001",678,841,6707,762.571428571429,847.285714285714,6867.57142857143
"67","2021-11-13","England","E92000001",655,830,6639,771.285714285714,848,6896.57142857143
"68","2021-11-12","England","E92000001",729,838,6777,776,851.714285714286,6930.14285714286
"69","2021-11-11","England","E92000001",797,842,6861,769.857142857143,854.857142857143,6972.28571428571
"70","2021-11-10","England","E92000001",821,846,6961,758.428571428571,858.428571428571,7020.85714285714
"71","2021-11-09","England","E92000001",808,865,7053,756.428571428571,859.571428571429,7068
"72","2021-11-08","England","E92000001",850,869,7075,768.285714285714,858.714285714286,7133.28571428571
"73","2021-11-07","England","E92000001",739,846,6910,775.285714285714,857.285714285714,7199
"74","2021-11-06","England","E92000001",688,856,6874,792.571428571429,852.857142857143,7256.28571428571
"75","2021-11-05","England","E92000001",686,860,7072,800.142857142857,846.571428571429,7296.42857142857
"76","2021-11-04","England","E92000001",717,867,7201,822.142857142857,839.285714285714,7302.28571428571
"77","2021-11-03","England","E92000001",807,854,7291,846.571428571429,828.857142857143,7276.28571428571
"78","2021-11-02","England","E92000001",891,859,7510,867.714285714286,821,7227.71428571429
"79","2021-11-01","England","E92000001",899,859,7535,870.571428571429,813,7138.14285714286
"80","2021-10-31","England","E92000001",860,815,7311,865.714285714286,801.142857142857,7033.28571428571
"81","2021-10-30","England","E92000001",741,812,7155,861.285714285714,791.142857142857,6919.57142857143
"82","2021-10-29","England","E92000001",840,809,7113,863.428571428571,779.142857142857,6809.71428571429
"83","2021-10-28","England","E92000001",888,794,7019,852,770.142857142857,6708.57142857143
"84","2021-10-27","England","E92000001",955,799,6951,839.285714285714,763.857142857143,6615.28571428571
"85","2021-10-26","England","E92000001",911,803,6883,831.857142857143,756.285714285714,6522.14285714286
"86","2021-10-25","England","E92000001",865,776,6801,829.428571428571,746.285714285714,6410.14285714286
"87","2021-10-24","England","E92000001",829,745,6515,833.857142857143,735.857142857143,6286.85714285714
"88","2021-10-23","England","E92000001",756,728,6386,833.714285714286,728.714285714286,6159.42857142857
"89","2021-10-22","England","E92000001",760,746,6405,831.857142857143,722,6016.42857142857
"90","2021-10-21","England","E92000001",799,750,6366,830.714285714286,711.571428571429,5867.57142857143
"91","2021-10-20","England","E92000001",903,746,6299,820.857142857143,698,5713.71428571429
"92","2021-10-19","England","E92000001",894,733,6099,799.285714285714,685.285714285714,5563.28571428571
"93","2021-10-18","England","E92000001",896,703,5938,780.142857142857,674.428571428571,5436.71428571429
"94","2021-10-17","England","E92000001",828,695,5623,750,662.714285714286,5332.14285714286
"95","2021-10-16","England","E92000001",743,681,5385,718.285714285714,652.285714285714,5254.14285714286
"96","2021-10-15","England","E92000001",752,673,5363,699.714285714286,646.285714285714,5187.85714285714
"97","2021-10-14","England","E92000001",730,655,5289,680.714285714286,642.571428571429,5132.42857142857
"98","2021-10-13","England","E92000001",752,657,5246,667,644,5085.71428571429
"99","2021-10-12","England","E92000001",760,657,5213,649.857142857143,644.857142857143,5051.85714285714
"100","2021-10-11","England","E92000001",685,621,5206,635.285714285714,645.428571428571,5022.28571428571
"101","2021-10-10","England","E92000001",606,622,5077,627,647,4979.85714285714
"102","2021-10-09","England","E92000001",613,639,4921,622.857142857143,649.428571428571,4937.14285714286
"103","2021-10-08","England","E92000001",619,647,4975,613.714285714286,648.142857142857,4898.71428571429
"104","2021-10-07","England","E92000001",634,665,4962,599.571428571429,651.571428571429,4873.57142857143
"105","2021-10-06","England","E92000001",632,663,5009,587.857142857143,652.571428571429,4867
"106","2021-10-05","England","E92000001",658,661,5006,586.857142857143,653.714285714286,4868.14285714286
"107","2021-10-04","England","E92000001",627,632,4909,578,656.571428571429,4885.28571428571
"108","2021-10-03","England","E92000001",577,639,4778,576.571428571429,664.142857142857,4915.57142857143
"109","2021-10-02","England","E92000001",549,630,4652,570.571428571429,671.285714285714,4940
"110","2021-10-01","England","E92000001",520,671,4799,566.428571428571,684.571428571429,5004
"111","2021-09-30","England","E92000001",552,672,4916,571.714285714286,693,5037.85714285714
"112","2021-09-29","England","E92000001",625,671,5017,575.285714285714,705.142857142857,5080.42857142857
"113","2021-09-28","England","E92000001",596,681,5126,567.714285714286,721.142857142857,5136
"114","2021-09-27","England","E92000001",617,685,5121,568.571428571429,734.428571428571,5195.57142857143
"115","2021-09-26","England","E92000001",535,689,4949,567,752.428571428571,5282.14285714286
"116","2021-09-25","England","E92000001",520,723,5100,572.285714285714,771.714285714286,5388.71428571429
"117","2021-09-24","England","E92000001",557,730,5036,578,786.857142857143,5472.71428571429
"118","2021-09-23","England","E92000001",577,757,5214,575.571428571429,803.142857142857,5597.57142857143
"119","2021-09-22","England","E92000001",572,783,5406,589.142857142857,816.285714285714,5721.42857142857
"120","2021-09-21","England","E92000001",602,774,5543,606.142857142857,834.428571428571,5850
"121","2021-09-20","England","E92000001",606,811,5727,620.285714285714,850.714285714286,5964.42857142857
"122","2021-09-19","England","E92000001",572,824,5695,632,861.428571428571,6064
"123","2021-09-18","England","E92000001",560,829,5688,644.285714285714,870,6143.71428571429
"124","2021-09-17","England","E92000001",540,844,5910,657,875.142857142857,6217.71428571429
"125","2021-09-16","England","E92000001",672,849,6081,677,882.857142857143,6287.71428571429
"126","2021-09-15","England","E92000001",691,910,6306,693.857142857143,888.285714285714,6312.42857142857
"127","2021-09-14","England","E92000001",701,888,6344,723.714285714286,886.285714285714,6311.85714285714
"128","2021-09-13","England","E92000001",688,886,6424,738,885.857142857143,6297.57142857143
"129","2021-09-12","England","E92000001",658,884,6253,758.428571428571,889.142857142857,6290.57142857143
"130","2021-09-11","England","E92000001",649,865,6206,763.142857142857,888.285714285714,6278.28571428571
"131","2021-09-10","England","E92000001",680,898,6400,777.857142857143,890.428571428571,6255
"132","2021-09-09","England","E92000001",790,887,6254,779,889.142857142857,6225.71428571429
"133","2021-09-08","England","E92000001",900,896,6302,778.714285714286,890.571428571429,6216
"134","2021-09-07","England","E92000001",801,885,6244,769.428571428571,889.714285714286,6206.57142857143
"135","2021-09-06","England","E92000001",831,909,6375,769,888.857142857143,6213.57142857143
"136","2021-09-05","England","E92000001",691,878,6167,765.714285714286,881.714285714286,6160.28571428571
"137","2021-09-04","England","E92000001",752,880,6043,767.142857142857,877.714285714286,6115.71428571429
"138","2021-09-03","England","E92000001",688,889,6195,758,871.285714285714,6074.71428571429
"139","2021-09-02","England","E92000001",788,897,6186,766.714285714286,869.142857142857,6031
"140","2021-09-01","England","E92000001",835,890,6236,765.142857142857,865.571428571429,5989.14285714286
"141","2021-08-31","England","E92000001",798,879,6293,766.285714285714,862.857142857143,5944.28571428571
"142","2021-08-30","England","E92000001",808,859,6002,769.142857142857,859.714285714286,5889.71428571429
"143","2021-08-29","England","E92000001",701,850,5855,772.428571428571,857.714285714286,5889.42857142857
"144","2021-08-28","England","E92000001",688,835,5756,776,859.571428571429,5874.28571428571
"145","2021-08-27","England","E92000001",749,874,5889,785.857142857143,862.857142857143,5848.42857142857
"146","2021-08-26","England","E92000001",777,872,5893,783.571428571429,860.428571428571,5803.71428571429
"147","2021-08-25","England","E92000001",843,871,5922,790.285714285714,855.142857142857,5755.28571428571
"148","2021-08-24","England","E92000001",818,857,5911,783.428571428571,846.714285714286,5697
"149","2021-08-23","England","E92000001",831,845,6000,785.428571428571,842.142857142857,5629.28571428571
"150","2021-08-22","England","E92000001",726,863,5749,777.571428571429,838,5547.71428571429
"151","2021-08-21","England","E92000001",757,858,5575,776.571428571429,829,5457.14285714286
"152","2021-08-20","England","E92000001",733,857,5576,766.857142857143,820.285714285714,5371.14285714286
"153","2021-08-19","England","E92000001",824,835,5554,761.285714285714,811.142857142857,5299.71428571429
"154","2021-08-18","England","E92000001",795,812,5514,751.857142857143,803.714285714286,5224.71428571429
"155","2021-08-17","England","E92000001",832,825,5437,745,798.714285714286,5161.71428571429
"156","2021-08-16","England","E92000001",776,816,5429,734.714285714286,792.571428571429,5113
"157","2021-08-15","England","E92000001",719,800,5115,718.857142857143,784.857142857143,5065.71428571429
"158","2021-08-14","England","E92000001",689,797,4973,709.142857142857,779.857142857143,5040.57142857143
"159","2021-08-13","England","E92000001",694,793,5076,700.714285714286,774.571428571429,5018.28571428571
"160","2021-08-12","England","E92000001",758,783,5029,695.428571428571,770.571428571429,4990.14285714286
"161","2021-08-11","England","E92000001",747,777,5073,686.142857142857,768.714285714286,4970.85714285714
"162","2021-08-10","England","E92000001",760,782,5096,686.142857142857,768,4952.42857142857
"163","2021-08-09","England","E92000001",665,762,5098,674.714285714286,767.714285714286,4955.28571428571
"164","2021-08-08","England","E92000001",651,765,4939,677.714285714286,771.857142857143,4985.42857142857
"165","2021-08-07","England","E92000001",630,760,4817,676.857142857143,772.428571428571,5007
"166","2021-08-06","England","E92000001",657,765,4879,671.571428571429,776.571428571429,5041.28571428571
"167","2021-08-05","England","E92000001",693,770,4894,670.571428571429,779.428571428571,5074.42857142857
"168","2021-08-04","England","E92000001",747,772,4944,679.857142857143,778.714285714286,5097.57142857143
"169","2021-08-03","England","E92000001",680,780,5116,677.142857142857,775.285714285714,5131.57142857143
"170","2021-08-02","England","E92000001",686,791,5309,696.571428571429,769.285714285714,5138.28571428571
"171","2021-08-01","England","E92000001",645,769,5090,717.142857142857,758,5102
"172","2021-07-31","England","E92000001",593,789,5057,744.428571428571,744.571428571429,5049.85714285714
"173","2021-07-30","England","E92000001",650,785,5111,764.571428571429,726,4966.85714285714
"174","2021-07-29","England","E92000001",758,765,5056,775.285714285714,703.142857142857,4865.42857142857
"175","2021-07-28","England","E92000001",728,748,5182,785.142857142857,681.285714285714,4747.42857142857
"176","2021-07-27","England","E92000001",816,738,5163,793,655.428571428571,4587.57142857143
"177","2021-07-26","England","E92000001",830,712,5055,791.428571428571,627.714285714286,4406.28571428571
"178","2021-07-25","England","E92000001",836,675,4725,780.285714285714,603.571428571429,4228.85714285714
"179","2021-07-24","England","E92000001",734,659,4476,760.571428571429,580.285714285714,4060.42857142857
"180","2021-07-23","England","E92000001",725,625,4401,744.571428571429,559.571428571429,3912.71428571429
"181","2021-07-22","England","E92000001",827,612,4230,725.714285714286,543.428571428571,3765
"182","2021-07-21","England","E92000001",783,567,4063,701.571428571429,526.428571428571,3623.71428571429
"183","2021-07-20","England","E92000001",805,544,3894,680.571428571429,515.285714285714,3487.57142857143
"184","2021-07-19","England","E92000001",752,543,3813,654.285714285714,504.714285714286,3355.57142857143
"185","2021-07-18","England","E92000001",698,512,3546,634,489,3210.57142857143
"186","2021-07-17","England","E92000001",622,514,3442,606,474.142857142857,3070.28571428571
"187","2021-07-16","England","E92000001",593,512,3367,580.285714285714,457.571428571429,2925.57142857143
"188","2021-07-15","England","E92000001",658,493,3241,560,440.571428571429,2780.57142857143
"189","2021-07-14","England","E92000001",636,489,3110,535.714285714286,423.857142857143,2633.14285714286
"190","2021-07-13","England","E92000001",621,470,2970,510.714285714286,407.857142857143,2495.14285714286
"191","2021-07-12","England","E92000001",610,433,2798,487.428571428571,391.142857142857,2356.28571428571
"192","2021-07-11","England","E92000001",502,408,2564,459.714285714286,376.428571428571,2226.28571428571
"193","2021-07-10","England","E92000001",442,398,2429,443.714285714286,361.714285714286,2109.14285714286
"194","2021-07-09","England","E92000001",451,393,2352,426.714285714286,347.142857142857,1995.85714285714
"195","2021-07-08","England","E92000001",488,376,2209,406.142857142857,333.428571428571,1890
"196","2021-07-07","England","E92000001",461,377,2144,378.571428571429,319.571428571429,1797.28571428571
"197","2021-07-06","England","E92000001",458,353,1998,360,303.428571428571,1705.28571428571
"198","2021-07-05","England","E92000001",416,330,1888,335,290,1626.28571428571
"199","2021-07-04","England","E92000001",390,305,1744,310.428571428571,281.714285714286,1565.85714285714
"200","2021-07-03","England","E92000001",323,296,1636,287,273,1506.85714285714
"201","2021-07-02","England","E92000001",307,297,1611,272.714285714286,264.428571428571,1455.42857142857
"202","2021-07-01","England","E92000001",295,279,1560,258.285714285714,256,1408.71428571429
"203","2021-06-30","England","E92000001",331,264,1500,243.857142857143,250.428571428571,1367.85714285714
"204","2021-06-29","England","E92000001",283,259,1445,227.142857142857,245.142857142857,1332.85714285714
"205","2021-06-28","England","E92000001",244,272,1465,212.714285714286,240.857142857143,1312.28571428571
"206","2021-06-27","England","E92000001",226,244,1331,203.714285714286,232.285714285714,1287.28571428571
"207","2021-06-26","England","E92000001",223,236,1276,195.857142857143,225.428571428571,1264
"208","2021-06-25","England","E92000001",206,238,1284,189.428571428571,220.714285714286,1245
"209","2021-06-24","England","E92000001",194,240,1274,186.428571428571,216.714285714286,1228.71428571429
"210","2021-06-23","England","E92000001",214,227,1255,187.571428571429,210.571428571429,1207
"211","2021-06-22","England","E92000001",182,229,1301,182.285714285714,205.571428571429,1178.71428571429
"212","2021-06-21","England","E92000001",181,212,1290,183.142857142857,199.571428571429,1140
"213","2021-06-20","England","E92000001",171,196,1168,183.714285714286,193.571428571429,1097.57142857143
"214","2021-06-19","England","E92000001",178,203,1143,186,190,1066
"215","2021-06-18","England","E92000001",185,210,1170,180.142857142857,182.714285714286,1033.42857142857
"216","2021-06-17","England","E92000001",202,197,1122,174.285714285714,173.571428571429,992.571428571429
"217","2021-06-16","England","E92000001",177,192,1057,168.571428571429,165.428571428571,961.714285714286
"218","2021-06-15","England","E92000001",188,187,1030,165.857142857143,158.142857142857,935.857142857143
"219","2021-06-14","England","E92000001",185,170,993,160,151.428571428571,914.285714285714
"220","2021-06-13","England","E92000001",187,171,947,152.285714285714,146.142857142857,895.285714285714
"221","2021-06-12","England","E92000001",137,152,915,142.857142857143,140.428571428571,875.285714285714
"222","2021-06-11","England","E92000001",144,146,884,137,136.428571428571,856.285714285714
"223","2021-06-10","England","E92000001",162,140,906,130.142857142857,132.571428571429,845
"224","2021-06-09","England","E92000001",158,141,876,120.285714285714,130.285714285714,826.857142857143
"225","2021-06-08","England","E92000001",147,140,879,112.142857142857,126.714285714286,816.142857142857
"226","2021-06-07","England","E92000001",131,133,860,107.571428571429,124.285714285714,801.428571428571
"227","2021-06-06","England","E92000001",121,131,807,102.857142857143,121,789
"228","2021-06-05","England","E92000001",96,124,782,97,118.714285714286,781.571428571429
"229","2021-06-04","England","E92000001",96,119,805,93.1428571428571,117,776.714285714286
"230","2021-06-03","England","E92000001",93,124,779,92.5714285714286,116.571428571429,767.857142857143
"231","2021-06-02","England","E92000001",101,116,801,91.1428571428571,114.571428571429,762.571428571429
"232","2021-06-01","England","E92000001",115,123,776,90.2857142857143,114.428571428571,754.571428571429
"233","2021-05-31","England","E92000001",98,110,773,86.4285714285714,113.571428571429,753
"234","2021-05-30","England","E92000001",80,115,755,86.4285714285714,114,756.428571428571
"235","2021-05-29","England","E92000001",69,112,748,86,113.428571428571,756.571428571429
"236","2021-05-28","England","E92000001",92,116,743,86.8571428571429,113.571428571429,754
"237","2021-05-27","England","E92000001",83,110,742,85.8571428571429,113.714285714286,757.285714285714
"238","2021-05-26","England","E92000001",95,115,745,88,114.428571428571,758.285714285714
"239","2021-05-25","England","E92000001",88,117,765,87.7142857142857,114.142857142857,760
"240","2021-05-24","England","E92000001",98,113,797,88,113.714285714286,757.714285714286
"241","2021-05-23","England","E92000001",77,111,756,84.5714285714286,114.285714285714,757.857142857143
"242","2021-05-22","England","E92000001",75,113,730,82,115,764.285714285714
"243","2021-05-21","England","E92000001",85,117,766,81.2857142857143,115.285714285714,775.714285714286
"244","2021-05-20","England","E92000001",98,115,749,79.4285714285714,115,783.142857142857
"245","2021-05-19","England","E92000001",93,113,757,76,115.571428571429,796.857142857143
"246","2021-05-18","England","E92000001",90,114,749,76,117,818.285714285714
"247","2021-05-17","England","E92000001",74,117,798,74.4285714285714,118.714285714286,842.857142857143
"248","2021-05-16","England","E92000001",59,116,801,74.7142857142857,121.285714285714,863.714285714286
"249","2021-05-15","England","E92000001",70,115,810,77.1428571428571,123.428571428571,882.571428571429
"250","2021-05-14","England","E92000001",72,115,818,78.5714285714286,126.285714285714,902.285714285714
"251","2021-05-13","England","E92000001",74,119,845,79.2857142857143,130.571428571429,924.428571428571
"252","2021-05-12","England","E92000001",93,123,907,81.2857142857143,134.142857142857,943.142857142857
"253","2021-05-11","England","E92000001",79,126,921,81.7142857142857,139.571428571429,961
"254","2021-05-10","England","E92000001",76,135,944,81.2857142857143,144.714285714286,985.571428571429
"255","2021-05-09","England","E92000001",76,131,933,84.4285714285714,149.428571428571,1007.28571428571
"256","2021-05-08","England","E92000001",80,135,948,86.7142857142857,155.285714285714,1028.57142857143
"257","2021-05-07","England","E92000001",77,145,973,85,159.857142857143,1046.14285714286
"258","2021-05-06","England","E92000001",88,144,976,85.7142857142857,163.428571428571,1073
"259","2021-05-05","England","E92000001",96,161,1032,84.5714285714286,168.285714285714,1110
"260","2021-05-04","England","E92000001",76,162,1093,83.5714285714286,172.142857142857,1145.14285714286
"261","2021-05-03","England","E92000001",98,168,1096,91,177,1176.14285714286
"262","2021-05-02","England","E92000001",92,172,1082,92.4285714285714,182.714285714286,1218.57142857143
"263","2021-05-01","England","E92000001",68,167,1071,94.5714285714286,188.285714285714,1260.71428571429
"264","2021-04-30","England","E92000001",82,170,1161,99,195.857142857143,1307.85714285714
"265","2021-04-29","England","E92000001",80,178,1235,105,203.142857142857,1353.14285714286
"266","2021-04-28","England","E92000001",89,188,1278,106.714285714286,211.571428571429,1394.28571428571
"267","2021-04-27","England","E92000001",128,196,1310,112,220.285714285714,1441.57142857143
"268","2021-04-26","England","E92000001",108,208,1393,107.714285714286,231.285714285714,1490
"269","2021-04-25","England","E92000001",107,211,1377,112,243.142857142857,1538.42857142857
"270","2021-04-24","England","E92000001",99,220,1401,112.714285714286,253.428571428571,1583.28571428571
"271","2021-04-23","England","E92000001",124,221,1478,117.857142857143,263.714285714286,1631
"272","2021-04-22","England","E92000001",92,237,1523,117,274.714285714286,1683.28571428571
"273","2021-04-21","England","E92000001",126,249,1609,122,282.857142857143,1735
"274","2021-04-20","England","E92000001",98,273,1649,126.285714285714,292.285714285714,1786.85714285714
"275","2021-04-19","England","E92000001",138,291,1732,134.142857142857,300.857142857143,1845.14285714286
"276","2021-04-18","England","E92000001",112,283,1691,139.142857142857,307.428571428571,1898.85714285714
"277","2021-04-17","England","E92000001",135,292,1735,148.142857142857,316,1956.71428571429
"278","2021-04-16","England","E92000001",118,298,1844,150.428571428571,323.142857142857,2021.71428571429
"279","2021-04-15","England","E92000001",127,294,1885,157.428571428571,332.285714285714,2089.85714285714
"280","2021-04-14","England","E92000001",156,315,1972,163.142857142857,344.142857142857,2160.85714285714
"281","2021-04-13","England","E92000001",153,333,2057,167.857142857143,355.285714285714,2234.28571428571
"282","2021-04-12","England","E92000001",173,337,2108,172.142857142857,365.714285714286,2310.14285714286
"283","2021-04-11","England","E92000001",175,343,2096,174.285714285714,377,2391.85714285714
"284","2021-04-10","England","E92000001",151,342,2190,171.571428571429,388.285714285714,2474.14285714286
"285","2021-04-09","England","E92000001",167,362,2321,175.571428571429,401.285714285714,2543.71428571429
